,child,condition,age,target_word,accuracy,response_type,is_near_distractor,is_random
1603,89,cartoon,3.150684932,pencil,0,Near Distractor,1,0
1608,94,cartoon,3.443835616,pencil,0,Near Distractor,1,0
1609,95,cartoon,3.547945205,pencil,0,Near Distractor,1,0
1618,104,cartoon,3.090410959,comb,0,Random,0,1
1636,122,cartoon,3.720547945,comb,0,Random,0,1
1643,102,cartoon,6.254794521,shoe,0,Near Distractor,1,0
1645,104,cartoon,3.090410959,shoe,0,Near Distractor,1,0
1657,116,cartoon,5.350684932,shoe,0,Near Distractor,1,0
1663,122,cartoon,3.720547945,shoe,0,Random,0,1
1664,123,cartoon,5.252054795,shoe,0,Near Distractor,1,0
1670,102,cartoon,6.254794521,chalk,0,Random,0,1
1671,103,cartoon,3.934246575,chalk,0,Near Distractor,1,0
1672,104,cartoon,3.090410959,chalk,0,Near Distractor,1,0
1673,105,cartoon,6.161643836,chalk,0,Random,0,1
1674,106,cartoon,6.430136986,chalk,0,Random,0,1
1675,107,cartoon,6.235616438,chalk,0,Near Distractor,1,0
1676,108,cartoon,6.980821918,chalk,0,Near Distractor,1,0
1678,110,cartoon,6.021917808,chalk,0,Random,0,1
1679,111,cartoon,6.778082192,chalk,0,Random,0,1
1682,114,cartoon,6.901369863,chalk,0,Random,0,1
1684,116,cartoon,5.350684932,chalk,0,Random,0,1
1686,118,cartoon,3.347945205,chalk,0,Random,0,1
1687,119,cartoon,5.463013699,chalk,0,Random,0,1
1688,120,cartoon,6.18630137,chalk,0,Random,0,1
1690,122,cartoon,3.720547945,chalk,0,Random,0,1
1691,123,cartoon,5.252054795,chalk,0,Random,0,1
1692,124,cartoon,4.830136986,chalk,0,Random,0,1
1693,125,cartoon,3.276712329,chalk,0,Random,0,1
1694,126,cartoon,6.652054795,chalk,0,Random,0,1
1695,127,cartoon,5.482191781,chalk,0,Near Distractor,1,0
1696,128,cartoon,5.016438356,chalk,0,Random,0,1
1697,102,cartoon,6.254794521,fork,0,Random,0,1
1698,103,cartoon,3.934246575,fork,0,Near Distractor,1,0
1700,105,cartoon,6.161643836,fork,0,Random,0,1
1702,107,cartoon,6.235616438,fork,0,Near Distractor,1,0
1703,108,cartoon,6.980821918,fork,0,Random,0,1
1704,109,cartoon,6.495890411,fork,0,Random,0,1
1705,110,cartoon,6.021917808,fork,0,Random,0,1
1707,112,cartoon,6.621917808,fork,0,Random,0,1
1708,113,cartoon,6.580821918,fork,0,Random,0,1
1711,116,cartoon,5.350684932,fork,0,Random,0,1
1714,119,cartoon,5.463013699,fork,0,Random,0,1
1715,120,cartoon,6.18630137,fork,0,Random,0,1
1716,121,cartoon,4.843835616,fork,0,Random,0,1
1720,125,cartoon,3.276712329,fork,0,Random,0,1
1721,126,cartoon,6.652054795,fork,0,Near Distractor,1,0
1722,127,cartoon,5.482191781,fork,0,Random,0,1
1725,103,photo,3.934246575,cup,0,Near Distractor,1,0
1726,104,photo,3.090410959,cup,0,Near Distractor,1,0
1744,122,photo,3.720547945,cup,0,Random,0,1
1747,125,photo,3.276712329,cup,0,Near Distractor,1,0
1767,118,photo,3.347945205,shirt,0,Random,0,1
1798,122,photo,3.720547945,scissors,0,Near Distractor,1,0
1807,104,photo,3.090410959,button,0,Near Distractor,1,0
1809,106,photo,6.430136986,button,0,Random,0,1
1810,107,photo,6.235616438,button,0,Near Distractor,1,0
1812,109,photo,6.495890411,button,0,Random,0,1
1813,110,photo,6.021917808,button,0,Random,0,1
1817,114,photo,6.901369863,button,0,Near Distractor,1,0
1819,116,photo,5.350684932,button,0,Random,0,1
1821,118,photo,3.347945205,button,0,Random,0,1
1822,119,photo,5.463013699,button,0,Random,0,1
1825,122,photo,3.720547945,button,0,Random,0,1
1826,123,photo,5.252054795,button,0,Random,0,1
1827,124,photo,4.830136986,button,0,Random,0,1
1828,125,photo,3.276712329,button,0,Random,0,1
1830,127,photo,5.482191781,button,0,Random,0,1
1831,128,photo,5.016438356,button,0,Random,0,1
1848,118,obj,3.347945205,book,0,Random,0,1
1860,103,obj,3.934246575,bowl,0,Near Distractor,1,0
1861,104,obj,3.090410959,bowl,0,Near Distractor,1,0
1862,105,obj,6.161643836,bowl,0,Near Distractor,1,0
1867,110,obj,6.021917808,bowl,0,Near Distractor,1,0
1870,113,obj,6.580821918,bowl,0,Near Distractor,1,0
1871,114,obj,6.901369863,bowl,0,Near Distractor,1,0
1873,116,obj,5.350684932,bowl,0,Near Distractor,1,0
1875,118,obj,3.347945205,bowl,0,Random,0,1
1878,121,obj,4.843835616,bowl,0,Near Distractor,1,0
1879,122,obj,3.720547945,bowl,0,Random,0,1
1885,128,obj,5.016438356,bowl,0,Near Distractor,1,0
1886,102,obj,6.254794521,box,0,Near Distractor,1,0
1888,104,obj,3.090410959,box,0,Near Distractor,1,0
1889,105,obj,6.161643836,box,0,Near Distractor,1,0
1890,106,obj,6.430136986,box,0,Near Distractor,1,0
1891,107,obj,6.235616438,box,0,Near Distractor,1,0
1897,113,obj,6.580821918,box,0,Near Distractor,1,0
1902,118,obj,3.347945205,box,0,Near Distractor,1,0
1903,119,obj,5.463013699,box,0,Near Distractor,1,0
1904,120,obj,6.18630137,box,0,Near Distractor,1,0
1906,122,obj,3.720547945,box,0,Near Distractor,1,0
1908,124,obj,4.830136986,box,0,Near Distractor,1,0
1913,102,obj,6.254794521,shorts,0,Random,0,1
1915,104,obj,3.090410959,shorts,0,Random,0,1
1916,105,obj,6.161643836,shorts,0,Random,0,1
1917,106,obj,6.430136986,shorts,0,Random,0,1
1918,107,obj,6.235616438,shorts,0,Random,0,1
1919,108,obj,6.980821918,shorts,0,Random,0,1
1920,109,obj,6.495890411,shorts,0,Random,0,1
1921,110,obj,6.021917808,shorts,0,Random,0,1
1922,111,obj,6.778082192,shorts,0,Random,0,1
1923,112,obj,6.621917808,shorts,0,Random,0,1
1924,113,obj,6.580821918,shorts,0,Random,0,1
1925,114,obj,6.901369863,shorts,0,Random,0,1
1928,117,obj,6.032876712,shorts,0,Random,0,1
1930,119,obj,5.463013699,shorts,0,Random,0,1
1931,120,obj,6.18630137,shorts,0,Random,0,1
1934,123,obj,5.252054795,shorts,0,Random,0,1
1935,124,obj,4.830136986,shorts,0,Near Distractor,1,0
1937,126,obj,6.652054795,shorts,0,Random,0,1
1938,127,obj,5.482191781,shorts,0,Random,0,1
1939,128,obj,5.016438356,shorts,0,Random,0,1
1941,103,bw,3.934246575,ball,0,Random,0,1
1956,118,bw,3.347945205,ball,0,Random,0,1
1962,124,bw,4.830136986,ball,0,Near Distractor,1,0
1967,102,bw,6.254794521,toothbrush,0,Random,0,1
1968,103,bw,3.934246575,toothbrush,0,Random,0,1
1972,107,bw,6.235616438,toothbrush,0,Random,0,1
1975,110,bw,6.021917808,toothbrush,0,Random,0,1
1978,113,bw,6.580821918,toothbrush,0,Random,0,1
1979,114,bw,6.901369863,toothbrush,0,Random,0,1
1981,116,bw,5.350684932,toothbrush,0,Random,0,1
1984,119,bw,5.463013699,toothbrush,0,Random,0,1
1985,120,bw,6.18630137,toothbrush,0,Random,0,1
1986,121,bw,4.843835616,toothbrush,0,Random,0,1
1987,122,bw,3.720547945,toothbrush,0,Random,0,1
1988,123,bw,5.252054795,toothbrush,0,Near Distractor,1,0
1990,125,bw,3.276712329,toothbrush,0,Near Distractor,1,0
1992,127,bw,5.482191781,toothbrush,0,Random,0,1
1993,128,bw,5.016438356,toothbrush,0,Random,0,1
1996,104,bw,3.090410959,sweater,0,Random,0,1
2008,116,bw,5.350684932,sweater,0,Random,0,1
2041,122,bw,3.720547945,pencil,0,Random,0,1
